orderid,subid,merid
"864115","884533","549"
"864115","884534","595"
"864115","884535","660"
"864116","884536","435"
"864116","884537","634"
"864116","884538","651"
"864116","884539","652"
"864117","884540","595"
"864118","884541","512"
"864119","884542","595"
"864120","884543","595"
"864121","884544","348"
"864121","884545","512"
"864121","884546","514"
"864121","884547","552"
"864121","884548","577"
"864121","884549","656"
"864122","884550","502"
"864123","884551","314"
"864124","884552","635"
"864125","884554","492"
"864126","884555","651"
"864127","884556","435"
"864128","884557","338"
"864128","884558","385"
"864128","884559","392"
"864128","884560","574"
"864128","884561","608"
"864128","884562","629"
"864128","884563","652"
"864129","884564","646"
"864130","884565","557"
"864130","884566","586"
"864130","884567","653"
"864131","884568","646"
"864133","884570","348"
"864134","884571","646"
"864135","884572","512"
"864136","884573","634"
"864137","884574","375"
"864137","884575","564"
"864137","884576","338"
"864138","884577","660"
"864140","884580","439"
"864140","884581","375"
"864140","884582","517"
"864140","884583","549"
"864140","884584","634"
"864140","884585","466"
"864141","884586","348"
"864142","884587","646"
"864143","884588","354"
"864143","884589","383"
"864143","884590","517"
"864144","884591","338"
"864144","884592","506"
"864144","884593","534"
"864144","884594","634"
"864144","884595","656"
"864144","884596","660"
"864145","884597","511"
"864145","884598","660"
"864147","884602","656"
"864149","884604","595"
"864151","884606","492"
"864151","884608","595"
"864152","884614","539"
"864153","884615","634"
"864154","884616","502"
"864154","884617","657"
"864155","884618","549"
"864156","884619","514"
"864157","884620","511"
"864157","884621","653"
"864157","884622","651"
"864158","884623","427"
"864158","884624","657"
"864158","884625","338"
"864158","884626","549"
"864159","884627","549"
"864159","884628","635"
"864160","884629","564"
"864160","884630","572"
"864160","884631","616"
"864161","884632","348"
"864162","884633","634"
"864163","884634","348"
"864163","884635","462"
"864163","884636","492"
"864163","884637","511"
"864163","884638","595"
"864164","884639","647"
"864166","884641","395"
"864167","884642","652"
"864168","884643","512"
"864169","884644","651"
"864170","884645","660"
"864171","884646","348"
"864171","884647","506"
"864171","884648","506"
"864171","884649","511"
"864171","884650","539"
"864172","884651","338"
"864173","884652","625"
"864174","884653","512"
"864175","884654","492"
"864175","884655","528"
"864175","884656","647"
"864175","884657","655"
"864175","884658","657"
"864176","884659","348"
"864176","884660","446"
"864176","884661","506"
"864176","884662","528"
"864177","884663","435"
"864178","884664","514"
"864178","884665","630"
"864179","884666","492"
"864179","884667","533"
"864179","884668","539"
"864179","884669","534"
"864179","884670","574"
"864180","884671","385"
"864181","884672","485"
"864182","884673","395"
"864182","884674","549"
"864182","884675","636"
"864183","884676","651"
"864184","884677","314"
"864185","884678","595"
"864186","884679","636"
"864188","884681","577"
"864189","884682","338"
"864190","884683","533"
"864191","884684","385"
"864192","884685","511"
"864193","884686","653"
"864194","884687","385"
"864194","884688","502"
"864194","884689","512"
"864194","884690","514"
"864194","884691","539"
"864194","884692","623"
"864195","884693","595"
"864196","884694","564"
"864196","884695","566"
"864196","884696","660"
"864197","884697","533"
"864198","884698","557"
"864199","884699","528"
"864200","884700","417"
"864200","884701","441"
"864200","884702","492"
"864200","884703","512"
"864200","884704","577"
"864200","884705","513"
"864200","884706","646"
"864201","884707","571"
"864202","884708","634"
"864203","884709","533"
"864204","884710","435"
"864205","884711","656"
"864206","884712","533"
"864207","884713","544"
"864209","884715","511"
"864212","884718","375"
"864213","884719","528"
"864213","884720","549"
"864213","884721","625"
"864213","884722","655"
"864214","884723","435"
"864216","884725","549"
"864216","884726","651"
"864217","884727","534"
"864217","884728","657"
"864218","884729","657"
"864219","884730","533"
"864220","884731","577"
"864220","884732","635"
"864220","884733","647"
"864220","884734","656"
"864221","884735","657"
